filename,lat,lon,assigned_code,label,dominance,comment,keep
28.2056_76.9734.png,28.2056,76.9734,40,Cropland,0.71490478515625,"mode_count=11713, valid=16384",True
28.2056_76.8943.png,28.2056,76.8943,40,Cropland,0.8458251953125,"mode_count=13858, valid=16384",True
28.2056_76.8734.png,28.2056,76.8734,50,Built-up,0.71246337890625,"mode_count=11673, valid=16384",True
28.2056_77.0410.png,28.2056,77.041,30,Grassland,0.4334716796875,"mode_count=7102, valid=16384",True
28.2056_76.8558.png,28.2056,76.8558,50,Built-up,0.9444580078125,"mode_count=15474, valid=16384",True
28.2056_76.8910.png,28.2056,76.891,40,Cropland,0.7496337890625,"mode_count=12282, valid=16384",True
28.2056_76.9646.png,28.2056,76.9646,40,Cropland,0.5999755859375,"mode_count=9830, valid=16384",True
28.2056_77.0322.png,28.2056,77.0322,20,Shrubland,0.34991455078125,"mode_count=5733, valid=16384",True
28.2056_76.9558.png,28.2056,76.9558,40,Cropland,0.4560546875,"mode_count=7472, valid=16384",True
28.2056_77.0234.png,28.2056,77.0234,40,Cropland,0.334228515625,"mode_count=5476, valid=16384",True
28.2056_76.9443.png,28.2056,76.9443,40,Cropland,0.49151611328125,"mode_count=8053, valid=16384",True
28.2056_77.0146.png,28.2056,77.0146,40,Cropland,0.3792724609375,"mode_count=6214, valid=16384",True
28.2056_76.8822.png,28.2056,76.8822,50,Built-up,0.4539794921875,"mode_count=7438, valid=16384",True
28.2056_76.9409.png,28.2056,76.9409,40,Cropland,0.54443359375,"mode_count=8920, valid=16384",True
28.2056_77.0058.png,28.2056,77.0058,40,Cropland,0.3336181640625,"mode_count=5466, valid=16384",True
28.2056_76.9321.png,28.2056,76.9321,40,Cropland,0.74505615234375,"mode_count=12207, valid=16384",True
28.2056_76.8646.png,28.2056,76.8646,50,Built-up,0.9505615234375,"mode_count=15574, valid=16384",True
28.2056_76.9944.png,28.2056,76.9944,40,Cropland,0.81744384765625,"mode_count=13393, valid=16384",True
28.2056_76.9233.png,28.2056,76.9233,40,Cropland,0.7841796875,"mode_count=12848, valid=16384",True
28.2056_76.9910.png,28.2056,76.991,40,Cropland,0.87371826171875,"mode_count=14315, valid=16384",True
28.2056_76.9145.png,28.2056,76.9145,40,Cropland,0.87066650390625,"mode_count=14265, valid=16384",True
28.2056_77.0557.png,28.2056,77.0557,50,Built-up,0.46124267578125,"mode_count=7557, valid=16384",True
28.2056_76.9822.png,28.2056,76.9822,40,Cropland,0.824951171875,"mode_count=13516, valid=16384",True
28.2056_76.9057.png,28.2056,76.9057,40,Cropland,0.8704833984375,"mode_count=14262, valid=16384",True
28.2056_77.0443.png,28.2056,77.0443,30,Grassland,0.46563720703125,"mode_count=7629, valid=16384",True
28.2056_77.0645.png,28.2056,77.0645,50,Built-up,0.4461669921875,"mode_count=7310, valid=16384",True
28.2056_77.0821.png,28.2056,77.0821,40,Cropland,0.783447265625,"mode_count=12836, valid=16384",True
28.2056_77.0944.png,28.2056,77.0944,40,Cropland,0.91180419921875,"mode_count=14939, valid=16384",True
28.2056_77.0909.png,28.2056,77.0909,40,Cropland,0.8892822265625,"mode_count=14570, valid=16384",True
28.2056_77.0733.png,28.2056,77.0733,40,Cropland,0.78363037109375,"mode_count=12839, valid=16384",True
28.2056_77.1058.png,28.2056,77.1058,40,Cropland,1.0,"mode_count=16384, valid=16384",True
28.2056_77.1234.png,28.2056,77.1234,40,Cropland,0.5311279296875,"mode_count=8702, valid=16384",True
28.2056_77.1322.png,28.2056,77.1322,40,Cropland,0.7257080078125,"mode_count=11890, valid=16384",True
28.2056_77.1146.png,28.2056,77.1146,40,Cropland,0.95037841796875,"mode_count=15571, valid=16384",True
28.2056_77.1410.png,28.2056,77.141,40,Cropland,0.929443359375,"mode_count=15228, valid=16384",True
28.2056_77.1443.png,28.2056,77.1443,40,Cropland,0.8291015625,"mode_count=13584, valid=16384",True
28.2056_77.1645.png,28.2056,77.1645,40,Cropland,0.9876708984375,"mode_count=16182, valid=16384",True
28.2056_77.1557.png,28.2056,77.1557,40,Cropland,0.80609130859375,"mode_count=13207, valid=16384",True
28.2056_77.1733.png,28.2056,77.1733,40,Cropland,0.96942138671875,"mode_count=15883, valid=16384",True
28.2056_77.1943.png,28.2056,77.1943,40,Cropland,0.87835693359375,"mode_count=14391, valid=16384",True
28.2056_77.1821.png,28.2056,77.1821,40,Cropland,0.90008544921875,"mode_count=14747, valid=16384",True
28.2056_77.1909.png,28.2056,77.1909,40,Cropland,0.8323974609375,"mode_count=13638, valid=16384",True
28.2056_77.2058.png,28.2056,77.2058,40,Cropland,0.8397216796875,"mode_count=13758, valid=16384",True
28.2056_77.2322.png,28.2056,77.2322,40,Cropland,0.80511474609375,"mode_count=13191, valid=16384",True
28.2056_77.2234.png,28.2056,77.2234,40,Cropland,0.8668212890625,"mode_count=14202, valid=16384",True
28.2056_77.2146.png,28.2056,77.2146,40,Cropland,0.82354736328125,"mode_count=13493, valid=16384",True
28.2056_77.2410.png,28.2056,77.241,40,Cropland,0.98504638671875,"mode_count=16139, valid=16384",True
28.2056_77.2558.png,28.2056,77.2558,40,Cropland,0.94549560546875,"mode_count=15491, valid=16384",True
28.2056_77.2444.png,28.2056,77.2444,40,Cropland,0.97998046875,"mode_count=16056, valid=16384",True
28.2056_77.2646.png,28.2056,77.2646,40,Cropland,0.6536865234375,"mode_count=10710, valid=16384",True
28.2056_77.2822.png,28.2056,77.2822,40,Cropland,0.9481201171875,"mode_count=15534, valid=16384",True
28.2056_77.2734.png,28.2056,77.2734,40,Cropland,0.66192626953125,"mode_count=10845, valid=16384",True
28.2056_77.2910.png,28.2056,77.291,40,Cropland,0.95477294921875,"mode_count=15643, valid=16384",True
28.2056_77.2943.png,28.2056,77.2943,40,Cropland,0.922119140625,"mode_count=15108, valid=16384",True
28.2056_77.3057.png,28.2056,77.3057,40,Cropland,0.43896484375,"mode_count=7192, valid=16384",True
28.2056_77.3145.png,28.2056,77.3145,40,Cropland,0.7442626953125,"mode_count=12194, valid=16384",True
28.2056_77.3233.png,28.2056,77.3233,40,Cropland,0.4696044921875,"mode_count=7694, valid=16384",True
28.2056_77.3321.png,28.2056,77.3321,40,Cropland,0.4705810546875,"mode_count=7710, valid=16384",True
28.2056_77.3409.png,28.2056,77.3409,40,Cropland,1.0,"mode_count=16384, valid=16384",True
28.2056_77.3444.png,28.2056,77.3444,40,Cropland,1.0,"mode_count=16384, valid=16384",True
28.2056_77.3734.png,28.2056,77.3734,40,Cropland,0.98681640625,"mode_count=16168, valid=16384",True
28.2056_77.3822.png,28.2056,77.3822,40,Cropland,0.98590087890625,"mode_count=16153, valid=16384",True
28.2056_77.3558.png,28.2056,77.3558,40,Cropland,0.894287109375,"mode_count=14652, valid=16384",True
28.2056_77.3646.png,28.2056,77.3646,40,Cropland,0.9971923828125,"mode_count=16338, valid=16384",True
28.2056_77.3910.png,28.2056,77.391,40,Cropland,0.900390625,"mode_count=14752, valid=16384",True
28.2056_77.4057.png,28.2056,77.4057,40,Cropland,0.85772705078125,"mode_count=14053, valid=16384",True
28.2056_77.3943.png,28.2056,77.3943,40,Cropland,0.903564453125,"mode_count=14804, valid=16384",True
28.2056_77.4145.png,28.2056,77.4145,40,Cropland,0.965576171875,"mode_count=15820, valid=16384",True
28.2056_77.4409.png,28.2056,77.4409,40,Cropland,0.80035400390625,"mode_count=13113, valid=16384",True
28.2056_77.4443.png,28.2056,77.4443,40,Cropland,0.91131591796875,"mode_count=14931, valid=16384",True
28.2056_77.4233.png,28.2056,77.4233,40,Cropland,0.88360595703125,"mode_count=14477, valid=16384",True
28.2056_77.4321.png,28.2056,77.4321,40,Cropland,0.89410400390625,"mode_count=14649, valid=16384",True
28.2056_77.4646.png,28.2056,77.4646,40,Cropland,0.826416015625,"mode_count=13540, valid=16384",True
28.2056_77.4558.png,28.2056,77.4558,40,Cropland,0.94488525390625,"mode_count=15481, valid=16384",True
28.2056_77.4734.png,28.2056,77.4734,40,Cropland,0.7525634765625,"mode_count=12330, valid=16384",True
28.2056_77.4944.png,28.2056,77.4944,40,Cropland,0.8345947265625,"mode_count=13674, valid=16384",True
28.2056_77.4910.png,28.2056,77.491,40,Cropland,0.96240234375,"mode_count=15768, valid=16384",True
28.2056_77.5058.png,28.2056,77.5058,40,Cropland,0.9852294921875,"mode_count=16142, valid=16384",True
28.2056_77.4822.png,28.2056,77.4822,40,Cropland,0.99853515625,"mode_count=16360, valid=16384",True
28.2056_77.5146.png,28.2056,77.5146,40,Cropland,0.9874267578125,"mode_count=16178, valid=16384",True
28.2056_77.5322.png,28.2056,77.5322,40,Cropland,0.9530029296875,"mode_count=15614, valid=16384",True
28.2056_77.5410.png,28.2056,77.541,40,Cropland,0.8968505859375,"mode_count=14694, valid=16384",True
28.2056_77.5443.png,28.2056,77.5443,40,Cropland,0.84332275390625,"mode_count=13817, valid=16384",True
28.2056_77.5234.png,28.2056,77.5234,40,Cropland,0.97235107421875,"mode_count=15931, valid=16384",True
28.2056_77.5557.png,28.2056,77.5557,40,Cropland,0.9716796875,"mode_count=15920, valid=16384",True
28.2056_77.5645.png,28.2056,77.5645,40,Cropland,0.86810302734375,"mode_count=14223, valid=16384",True
28.2056_77.5733.png,28.2056,77.5733,40,Cropland,0.70343017578125,"mode_count=11525, valid=16384",True
28.2056_77.5821.png,28.2056,77.5821,40,Cropland,0.92340087890625,"mode_count=15129, valid=16384",True
28.2056_77.5909.png,28.2056,77.5909,40,Cropland,0.9869384765625,"mode_count=16170, valid=16384",True
28.2056_77.5944.png,28.2056,77.5944,40,Cropland,0.9737548828125,"mode_count=15954, valid=16384",True
28.2056_77.6058.png,28.2056,77.6058,40,Cropland,0.88568115234375,"mode_count=14511, valid=16384",True
28.2056_77.6146.png,28.2056,77.6146,40,Cropland,0.83544921875,"mode_count=13688, valid=16384",True
28.2056_77.6234.png,28.2056,77.6234,40,Cropland,0.7154541015625,"mode_count=11722, valid=16384",True
28.2056_77.6322.png,28.2056,77.6322,40,Cropland,0.88641357421875,"mode_count=14523, valid=16384",True
28.2056_77.6410.png,28.2056,77.641,40,Cropland,0.96368408203125,"mode_count=15789, valid=16384",True
28.2056_77.6443.png,28.2056,77.6443,40,Cropland,0.9791259765625,"mode_count=16042, valid=16384",True
28.2090_76.8558.png,28.209,76.8558,50,Built-up,0.9029541015625,"mode_count=14794, valid=16384",True
28.2090_76.8646.png,28.209,76.8646,50,Built-up,0.9228515625,"mode_count=15120, valid=16384",True
28.2090_76.8822.png,28.209,76.8822,50,Built-up,0.476318359375,"mode_count=7804, valid=16384",True
28.2090_76.8910.png,28.209,76.891,40,Cropland,0.71234130859375,"mode_count=11671, valid=16384",True
28.2090_76.8734.png,28.209,76.8734,50,Built-up,0.6170654296875,"mode_count=10110, valid=16384",True
28.2090_76.8943.png,28.209,76.8943,40,Cropland,0.8614501953125,"mode_count=14114, valid=16384",True
28.2090_76.9145.png,28.209,76.9145,40,Cropland,0.883056640625,"mode_count=14468, valid=16384",True
28.2090_76.9321.png,28.209,76.9321,40,Cropland,0.73077392578125,"mode_count=11973, valid=16384",True
28.2090_76.9233.png,28.209,76.9233,40,Cropland,0.77764892578125,"mode_count=12741, valid=16384",True
28.2090_76.9057.png,28.209,76.9057,40,Cropland,0.8663330078125,"mode_count=14194, valid=16384",True
28.2090_76.9409.png,28.209,76.9409,40,Cropland,0.5506591796875,"mode_count=9022, valid=16384",True
28.2090_76.9558.png,28.209,76.9558,50,Built-up,0.5140380859375,"mode_count=8422, valid=16384",True
28.2090_76.9734.png,28.209,76.9734,40,Cropland,0.74981689453125,"mode_count=12285, valid=16384",True
28.2090_76.9443.png,28.209,76.9443,50,Built-up,0.50762939453125,"mode_count=8317, valid=16384",True
28.2090_76.9646.png,28.209,76.9646,40,Cropland,0.6942138671875,"mode_count=11374, valid=16384",True
28.2090_76.9822.png,28.209,76.9822,40,Cropland,0.87628173828125,"mode_count=14357, valid=16384",True
28.2090_76.9910.png,28.209,76.991,40,Cropland,0.82965087890625,"mode_count=13593, valid=16384",True
28.2090_76.9944.png,28.209,76.9944,40,Cropland,0.84326171875,"mode_count=13816, valid=16384",True
28.2090_77.0234.png,28.209,77.0234,40,Cropland,0.4056396484375,"mode_count=6646, valid=16384",True
